Timestamp (s),RR Interval (ms),Event
968.774,583.008,
968.774,587.891,
969.810,613.281,
970.799,626.953,
970.799,604.492,
971.789,620.117,
972.779,650.391,
972.779,680.664,
973.814,664.063,
973.814,632.813,
974.805,642.578,
975.795,658.203,
975.795,658.203,
976.785,639.648,
977.775,630.859,
977.775,648.438,
978.854,654.297,
979.857,646.484,
979.857,639.648,
980.834,670.898,
981.780,666.016,
981.780,636.719,
982.859,632.813,
983.804,656.250,
983.804,692.383,
984.794,651.367,
985.785,639.648,
985.785,655.273,
986.774,661.133,
987.809,642.578,
987.809,641.602,
988.804,675.781,
989.789,696.289,
989.789,663.086,
990.779,675.781,
991.813,707.031,
991.813,734.375,
992.799,674.805,
993.787,645.508,
993.787,663.086,
994.774,662.109,
995.763,634.766,
995.763,620.117,
996.795,650.391,
997.783,683.594,
997.783,664.063,
998.772,659.180,
999.759,689.453,
999.759,697.266,
1000.793,664.063,
1001.781,660.156,
1001.781,678.711,
1002.770,662.109,
1002.770,623.047,
1003.760,616.211,
1004.748,644.531,
1004.748,662.109,
1005.782,644.531,
1006.770,642.578,
1006.770,667.969,
1007.759,670.898,
1008.749,644.531,
1008.749,640.625,
1009.782,643.555,
1010.780,627.930,
1010.780,600.586,
1011.769,583.008,
1011.769,579.102,
1012.751,597.656,
1012.751,593.750,
1013.739,584.961,
1014.819,624.023,
1015.769,680.664,
1015.769,688.477,
1016.753,667.969,
1017.742,687.500,
1017.742,697.266,
1018.822,655.273,
1019.767,627.930,
1019.767,645.508,
1020.763,658.203,
1020.763,624.023,
1021.745,611.328,
1022.736,654.297,
1022.736,700.195,
1023.768,684.570,
1024.759,678.711,
1025.748,710.938,
1025.748,710.938,
1026.738,667.969,
1027.772,674.805,
1027.772,680.664,
1028.808,661.133,
1029.802,649.414,
1029.802,674.805,
1030.742,697.266,
1031.732,670.898,
1031.732,679.688,
1032.766,703.125,
1033.756,698.242,
1033.756,647.461,
1034.745,659.180,
1035.735,667.969,
1035.735,632.813,
1036.771,637.695,
1037.760,670.898,
1037.760,658.203,
1038.751,625.000,
1038.751,646.484,
1039.740,656.250,
1040.730,621.094,
1040.730,612.305,
1041.764,630.859,
1042.755,659.180,
1042.755,662.109,
1043.745,651.367,
1044.734,672.852,
1044.734,692.383,
1045.770,668.945,
1046.804,673.828,
1046.804,691.406,
1047.748,697.266,
1048.739,657.227,
1048.739,669.922,
1049.729,688.477,
1050.763,649.414,
1050.763,616.211,
1051.754,629.883,
1052.743,643.555,
1052.743,612.305,
1053.733,609.375,
1054.768,654.297,
1054.768,692.383,
1055.757,695.313,
1056.747,669.922,
1056.747,689.453,
1057.737,704.102,
1058.728,678.711,
1058.728,672.852,
1059.763,687.500,
1060.753,699.219,
1060.753,675.781,
1061.749,666.016,
1062.731,701.172,
1062.731,712.891,
1063.767,664.063,
1064.757,653.320,
1064.757,681.641,
1065.746,666.016,
1066.738,634.766,
1066.738,649.414,
1067.728,665.039,
1068.762,637.695,
1068.762,609.375,
1069.751,616.211,
1069.751,636.719,
1070.751,631.836,
1071.731,614.258,
1071.731,636.719,
1072.721,655.273,
1073.756,656.250,
1073.756,625.977,
1074.791,632.813,
1075.736,643.555,
1075.736,625.000,
1076.727,610.352,
1076.727,620.117,
1077.761,641.602,
1078.841,634.766,
1078.841,637.695,
1079.796,670.898,
1080.776,680.664,
1080.776,665.039,
1081.720,671.875,
1082.755,686.523,
1082.755,656.250,
1083.746,641.602,
1084.735,644.531,
1084.735,630.859,
1085.725,607.422,
1086.761,616.211,
1086.761,632.813,
1087.751,622.070,
1087.751,613.281,
1088.740,648.438,
1089.730,678.711,
1089.730,666.992,
1090.720,646.484,
1091.755,667.969,
1091.755,669.922,
1092.745,628.906,
1093.735,602.539,
1093.735,588.867,
1094.725,573.242,
1094.725,584.961,
1095.760,583.984,
1095.760,570.313,
1096.750,590.820,
1097.740,640.625,
1097.740,673.828,
1098.729,640.625,
1099.720,641.602,
1099.720,662.109,
1100.756,671.875,
1101.789,647.461,
1101.789,637.695,
1102.740,660.156,
1103.724,683.594,
1103.724,656.250,
1104.759,644.531,
1105.750,680.664,
1105.750,703.125,
1106.739,673.828,
1107.729,668.945,
1107.729,698.242,
1108.719,695.313,
1109.755,664.063,
1110.744,670.898,
1110.744,692.383,
1111.749,656.250,
1112.725,635.742,
1112.725,670.898,
1113.759,711.914,
1114.748,673.828,
1114.748,667.969,
1115.739,688.477,
1116.729,701.172,
1116.729,665.039,
1117.719,669.922,
1118.799,681.641,
1118.799,654.297,
1119.744,631.836,
1120.734,650.391,
1120.734,671.875,
1121.770,657.227,
1122.759,656.250,
1122.759,700.195,
1123.749,747.070,
1124.738,740.234,
1125.728,713.867,
1125.728,732.422,
1126.720,731.445,
1127.798,690.430,
1127.798,683.594,
1128.788,701.172,
1129.778,699.219,
1129.778,661.133,
1130.723,654.297,
1131.759,663.086,
1131.759,671.875,
1132.748,637.695,
1133.739,647.461,
1133.739,654.297,
1134.727,645.508,
1135.718,636.719,
1135.718,662.109,
1136.752,689.453,
1137.742,671.875,
1137.742,674.805,
1138.734,696.289,
1139.723,679.688,
1139.723,652.344,
1140.757,652.344,
1141.747,670.898,
1141.747,678.711,
1142.737,653.320,
1143.728,652.344,
1143.728,671.875,
1144.717,686.523,
1145.752,664.063,
1145.752,653.320,
1146.741,640.625,
1146.741,607.422,
1147.732,593.750,
1148.731,589.844,
1148.731,569.336,
1149.757,573.242,
1149.757,576.172,
1150.747,567.383,
1150.747,583.984,
1151.736,610.352,
1152.731,623.047,
1152.731,611.328,
1153.762,616.211,
1154.752,627.930,
1154.752,632.813,
1155.741,622.070,
1156.731,623.047,
1156.731,654.297,
1157.721,667.969,
1157.721,649.414,
1158.756,652.344,
1159.791,680.664,
1160.737,691.406,
1160.737,664.063,
1161.728,657.227,
1162.716,666.016,
1162.716,671.875,
1163.751,643.555,
1163.751,658.203,
1164.742,678.711,
1165.738,666.992,
1165.738,624.023,
1166.722,636.719,
1167.756,666.016,
1167.756,640.625,
1168.746,609.375,
1169.736,629.883,
1169.736,669.922,
1170.726,683.594,
1171.715,655.273,
1171.715,662.109,
1172.750,667.969,
1173.741,656.250,
1173.741,623.047,
1174.731,625.977,
1174.731,641.602,
1175.720,627.930,
1176.755,606.445,
1176.755,640.625,
1177.835,702.148,
1178.780,698.242,
1179.770,682.617,
1179.770,708.008,
1180.715,708.008,
1181.751,669.922,
1181.751,665.039,
1182.741,669.922,
1183.731,666.992,
1183.731,639.648,
1184.719,650.391,
1184.719,669.922,
1185.755,662.109,
1186.745,624.023,
1186.745,620.117,
1187.735,628.906,
1187.735,609.375,
1188.732,592.773,
1189.716,576.172,
1189.716,574.219,
1190.749,602.539,
1191.740,620.117,
1191.740,620.117,
1192.730,640.625,
1193.719,673.828,
1193.719,682.617,
1194.755,654.297,
1195.745,665.039,
1195.745,676.758,
1196.734,674.805,
1197.732,641.602,
1197.732,636.719,
1198.714,639.648,
1198.714,628.906,
1199.755,602.539,
1200.739,627.930,
1200.739,656.250,
1201.729,670.898,
1202.718,628.906,
1202.718,635.742,
1203.753,680.664,
1204.744,714.844,
1204.744,680.664,
1205.736,687.500,
1206.728,706.055,
1206.728,689.453,
1207.714,646.484,
1208.748,663.086,
1208.748,679.688,
1209.738,667.969,
1210.728,651.367,
1210.728,675.781,
1211.718,696.289,
1212.753,676.758,
1213.743,678.711,
1213.743,709.961,
1214.733,700.195,
1215.773,649.414,
1215.773,662.109,
1216.758,678.711,
1216.758,642.578,
1217.747,624.023,
1218.782,642.578,
1218.782,656.250,
1219.727,645.508,
1220.726,655.273,
1220.726,672.852,
1221.753,663.086,
1222.743,628.906,
1222.743,628.906,
1223.733,640.625,
1224.733,610.352,
1224.733,607.422,
1225.714,627.930,
1225.714,637.695,
1226.748,619.141,
1227.782,633.789,
1227.782,668.945,
1228.792,681.641,
1229.724,656.250,
1229.724,654.297,
1230.752,670.898,
1231.741,668.945,
1231.741,643.555,
1232.731,626.953,
1233.721,626.953,
1233.721,611.328,
1234.711,593.750,
1234.711,597.656,
1235.746,626.953,
1236.736,658.203,
1236.736,641.602,
1237.771,634.766,
1238.725,655.273,
1238.725,662.109,
1239.750,639.648,
1240.741,639.648,
1240.741,651.367,
1241.731,641.602,
1241.732,625.000,
1242.721,630.859,
1243.711,642.578,
1243.711,627.930,
1244.746,625.000,
1245.735,642.578,
1245.735,656.250,
1246.725,622.070,
1246.725,600.586,
1247.760,591.797,
1248.750,573.242,
1248.750,590.820,
1249.740,599.609,
1249.740,587.891,
1250.730,615.234,
1251.720,649.414,
1251.720,665.039,
1252.711,637.695,
1253.746,631.836,
1253.746,645.508,
1254.736,644.531,
1255.727,622.070,
1255.727,625.000,
1256.776,644.531,
1256.776,631.836,
1257.750,600.586,
1258.786,612.305,
1258.786,660.156,
1259.731,694.336,
1260.719,660.156,
1261.713,684.570,
1261.713,722.656,
1262.746,714.844,
1263.735,671.875,
1263.735,673.828,
1264.724,666.992,
1264.724,632.813,
1265.728,603.516,
1266.749,615.234,
1266.749,656.250,
1267.741,663.086,
1268.730,633.789,
1268.730,661.133,
1269.765,725.586,
1270.722,764.648,
1271.837,721.680,
1271.837,716.797,
1272.735,731.445,
1273.725,743.164,
1273.725,697.266,
1274.760,674.805,
1275.750,701.172,
1276.739,719.727,
1276.739,674.805,
1277.774,639.648,
1277.774,668.945,
1278.763,683.594,
1279.769,642.578,
1280.744,644.531,
1280.744,687.500,
1281.733,715.820,
1282.723,685.547,
1282.723,669.922,
1283.725,690.430,
1284.753,691.406,
1284.753,659.180,
1285.739,650.391,
1286.729,668.945,
1286.729,678.711,
1287.765,651.367,
1288.719,657.227,
1288.719,684.570,
1289.744,692.383,
1290.733,665.039,
1290.733,667.969,
1291.723,675.781,
1292.717,660.156,
1292.717,625.000,
1293.749,646.484,
1293.749,656.250,
1294.738,619.141,
1295.728,590.820,
1295.728,572.266,
1296.718,566.406,
1296.718,596.680,
1297.708,641.602,
1298.743,632.813,
1298.743,640.625,
1299.733,689.453,
1300.768,723.633,
1301.712,676.758,
1301.712,666.016,
1302.794,671.875,
1302.794,673.828,
1303.738,649.414,
1304.729,646.484,
1304.729,657.227,
1305.718,637.695,
1306.753,611.328,
1306.753,638.672,
1307.743,652.344,
1308.733,611.328,
1308.733,619.141,
1309.722,666.992,
1310.712,711.914,
1310.712,678.711,
1311.763,654.297,
1312.737,660.156,
1312.737,666.992,
1313.727,634.766,
1314.717,625.977,
1314.717,653.320,
1315.719,675.781,
1315.719,648.438,
1316.742,629.883,
1317.732,653.320,
1317.732,678.711,
1318.721,680.664,
1319.713,636.719,
1319.713,624.023,
1320.747,645.508,
1321.737,670.898,
1321.737,658.203,
1322.726,641.602,
1323.717,658.203,
1323.717,680.664,
1324.751,664.063,
1325.742,659.180,
1325.742,688.477,
1326.776,713.867,
1327.768,686.523,
1327.768,657.227,
1328.757,673.828,
1329.747,675.781,
1329.747,658.203,
1330.736,635.742,
1331.728,651.367,
1331.728,673.828,
1332.716,667.969,
1333.707,647.461,
1333.707,670.898,
1334.787,699.219,
1335.732,708.984,
1336.721,666.992,
1336.721,669.922,
1337.711,685.547,
1338.746,690.430,
1338.746,660.156,
1339.737,647.461,
1339.737,666.992,
1340.726,668.945,
1341.717,642.578,
1341.717,624.023,
1342.707,646.484,
1343.741,654.297,
1343.741,625.000,
1344.732,636.719,
1345.722,675.781,
1345.722,694.336,
1346.712,648.438,
1347.746,643.555,
1347.746,651.367,
1348.737,645.508,
1349.727,617.188,
1349.727,625.977,
1350.716,645.508,
1350.716,647.461,
1351.752,627.930,
1352.787,627.930,
1352.787,649.414,
1353.731,641.602,
1354.721,602.539,
1354.721,611.328,
1355.722,650.391,
1356.791,702.148,
1356.791,706.055,
1357.736,678.711,
1358.771,688.477,
1358.771,700.195,
1359.716,661.133,
1360.706,640.625,
1360.706,649.414,
1361.741,651.367,
1362.730,625.000,
1362.730,626.953,
1363.766,653.320,
1364.712,664.063,
1364.712,661.133,
1365.746,677.734,
1366.735,693.359,
1366.735,669.922,
1367.725,644.531,
1367.725,653.320,
1368.715,630.859,
1369.707,611.328,
1369.707,620.117,
1370.740,628.906,
1371.730,608.398,
1371.730,593.750,
1372.720,603.516,
1372.720,607.422,
1373.714,598.633,
1374.745,596.680,
1374.745,619.141,
1375.735,631.836,
1375.735,594.727,
1376.770,579.102,
1376.770,568.359,
1377.760,565.430,
1378.795,578.125,
1378.795,571.289,
1379.740,572.266,
1379.740,600.586,
1380.731,634.766,
1381.721,636.719,
1381.721,620.117,
1382.711,641.602,
1383.745,669.922,
1383.745,676.758,
1384.735,637.695,
1385.728,645.508,
1385.728,659.180,
1386.715,674.805,
1387.705,648.438,
1387.705,641.602,
1388.739,665.039,
1389.729,693.359,
1389.729,668.945,
1390.719,663.086,
1391.709,707.031,
1391.709,717.773,
1392.744,674.805,
1393.736,638.672,
1393.736,661.133,
1394.724,677.734,
1395.715,636.719,
1395.715,635.742,
1396.705,683.594,
1397.739,726.563,
1398.729,702.148,
1398.729,683.594,
1399.720,706.055,
1400.709,698.242,
1400.709,643.555,
1401.744,640.625,
1401.744,656.250,
1402.734,634.766,
1403.725,643.555,
1404.714,683.594,
1404.714,719.727,
1405.704,694.336,
1406.739,709.961,
1406.739,737.305,
1407.730,747.070,
1408.720,694.336,
1409.710,700.195,
1409.710,704.102,
1410.745,659.180,
1411.734,652.344,
1411.734,680.664,
1412.724,705.078,
1413.715,693.359,
1413.715,707.031,
1414.705,730.469,
1415.739,708.008,
1415.739,674.805,
1416.729,693.359,
1417.719,699.219,
1417.719,669.922,
1418.709,654.297,
1419.744,652.344,
1419.744,638.672,
1420.733,605.469,
1421.723,599.609,
1421.723,629.883,
1422.713,648.438,
1422.713,622.070,
1423.712,621.094,
1424.739,649.414,
1424.739,674.805,
1425.729,651.367,
1426.764,646.484,
1426.764,666.016,
1427.753,667.969,
1428.789,642.578,
1428.789,641.602,
1429.733,653.320,
1430.723,657.227,
1430.723,632.813,
1431.713,648.438,
1432.704,666.016,
1432.704,658.203,
1433.738,629.883,
1433.738,638.672,
1434.730,638.672,
1435.720,628.906,
1435.720,608.398,
1436.709,632.813,
1437.743,665.039,
1437.743,682.617,
1438.733,660.156,
1439.724,673.828,
1439.724,663.086,
1440.713,620.117,
1440.713,599.609,
1441.703,580.078,
1442.738,569.336,
1442.738,568.359,
1443.728,588.867,
1443.728,633.789,
1444.717,627.930,
1445.707,588.867,
1445.707,582.031,
1446.743,619.141,
1447.734,689.453,
1448.723,729.492,
1448.723,745.117,
1449.713,750.977,
1450.703,731.445,
1450.703,709.961,
1451.738,682.617,
1452.732,637.695,
1452.732,608.398,
1453.718,583.984,
1453.718,566.406,
1454.707,575.195,
1455.743,609.375,
1455.743,645.508,
1456.732,690.430,
1457.722,724.609,
1457.722,715.820,
1458.712,707.031,
1459.702,714.844,
1460.737,722.656,
1460.737,713.867,
1461.738,688.477,
1461.738,623.047,
1462.717,604.492,
1463.707,596.680,
1463.707,591.797,
1464.743,583.984,
1464.743,570.313,
1465.777,583.008,
1466.721,613.281,
1466.721,650.391,
1467.758,638.672,
1468.702,642.578,
1468.702,666.992,
1469.737,674.805,
1470.732,645.508,
1470.732,630.859,
1471.718,633.789,
1471.718,626.953,
1472.708,597.656,
1473.743,597.656,
1473.743,609.375,
1474.731,632.813,
1474.731,621.094,
1475.722,615.234,
1476.757,627.930,
1476.757,633.789,
1477.747,622.070,
1478.782,628.906,
1478.782,636.719,
1479.727,625.000,
1479.727,592.773,
1480.716,601.563,
1481.706,604.492,
1481.706,598.633,
1482.741,590.820,
1482.741,603.516,
1483.730,621.094,
1484.721,639.648,
1484.721,629.883,
1485.710,634.766,
1486.700,653.320,
1486.700,666.992,
1487.735,645.508,
1488.725,641.602,
1488.725,638.672,
1489.715,625.000,
1489.715,597.656,
1490.705,605.469,
1491.785,618.164,
1491.785,629.883,
1492.731,613.281,
1493.732,611.328,
1493.732,622.070,
1494.711,640.625,
1494.711,617.188,
1495.701,604.492,
1496.735,604.492,
1496.735,584.961,
1497.726,569.336,
1497.726,555.664,
1498.715,555.664,
1498.715,573.242,
1499.750,577.148,
1500.739,569.336,
1500.739,600.586,
1501.730,639.648,
1502.729,665.039,
1502.729,630.859,
1503.754,651.367,
1503.754,657.227,
1504.704,637.695,
1505.735,616.211,
1505.735,635.742,
1506.724,639.648,
1507.715,627.930,
1507.715,625.000,
1508.704,652.344,
1509.739,682.617,
1509.739,665.039,
1510.730,648.438,
1511.726,648.438,
1511.726,631.836,
1512.709,619.141,
1512.709,627.930,
1513.700,641.602,
1514.734,664.063,
1514.734,629.883,
1515.724,602.539,
1516.715,618.164,
1516.715,622.070,
1517.704,594.727,
1517.704,586.914,
1518.741,606.445,
1519.730,634.766,
1519.730,626.953,
1520.719,604.492,
1520.719,616.211,
1521.708,627.930,
1522.699,616.211,
1522.699,625.977,
1523.733,641.602,
1524.724,639.648,
1524.724,621.094,
1525.713,643.555,
1526.794,654.297,
1526.794,634.766,
1527.739,621.094,
1527.739,651.367,
1528.728,665.039,
1529.772,639.648,
1529.772,632.813,
1530.709,635.742,
1531.699,618.164,
1531.699,590.820,
1532.736,612.305,
1532.736,639.648,
1533.724,624.023,
1534.712,597.656,
1534.712,615.234,
1535.748,629.883,
1536.737,635.742,
1536.737,610.352,
1537.728,620.117,
1537.728,634.766,
1538.717,629.883,
1539.709,626.953,
1539.709,634.766,
1540.697,646.484,
1541.867,626.953,
1541.867,624.023,
1542.722,638.672,
1543.726,640.625,
1543.726,623.047,
1544.703,634.766,
1544.703,654.297,
1545.737,653.320,
1546.727,623.047,
1546.727,623.047,
1547.717,639.648,
1548.707,633.789,
1548.707,600.586,
1549.697,611.328,
1549.697,586.914,
1550.732,572.266,
1550.732,585.938,
1551.722,582.031,
1552.717,582.031,
1552.717,605.469,
1553.703,624.023,
1554.737,608.398,
1554.737,608.398,
1555.726,626.953,
1555.726,620.117,
1556.716,594.727,
1557.706,593.750,
1557.706,608.398,
1558.697,611.328,
1558.697,592.773,
1559.732,593.750,
1560.722,596.680,
1560.722,586.914,
1561.726,573.242,
1561.726,600.586,
1562.701,642.578,
1563.736,653.320,
1563.736,629.883,
1564.726,656.250,
1565.720,654.297,
1565.720,615.234,
1566.707,601.563,
1566.707,616.211,
1567.741,632.813,
1568.731,624.023,
1568.731,609.375,
1569.721,630.859,
1570.711,649.414,
1570.711,620.117,
1571.701,598.633,
1571.701,610.352,
1572.736,617.188,
1573.725,597.656,
1573.725,593.750,
1574.716,605.469,
1574.716,618.164,
1575.750,601.563,
1576.741,601.563,
1576.741,623.047,
1577.730,625.000,
1577.730,604.492,
1578.720,612.305,
1579.710,618.164,
1579.710,599.609,
1580.700,598.633,
1580.700,608.398,
1581.735,614.258,
1582.726,602.539,
1582.726,609.375,
1583.716,624.023,
1584.712,613.281,
1584.712,587.891,
1585.695,583.984,
1585.695,594.727,
1586.730,612.305,
1587.720,625.977,
1587.720,619.141,
1588.710,593.750,
1588.710,595.703,
1589.700,605.469,
1590.779,607.422,
1590.779,606.445,
1591.770,586.914,
1591.770,583.984,
1592.714,591.797,
1593.712,605.469,
1593.712,598.633,
1594.694,598.633,
1594.694,621.094,
1595.729,614.258,
1596.719,582.031,
1596.719,586.914,
1597.709,607.422,
1597.709,617.188,
1598.699,600.586,
1599.734,597.656,
1599.734,596.680,
1600.724,574.219,
1600.724,557.617,
1601.716,554.688,
1601.716,546.875,
1602.714,545.898,
1602.714,563.477,
1603.695,583.008,
1604.728,582.031,
1604.728,564.453,
1605.719,588.867,
1606.708,629.883,
1606.708,645.508,
1607.698,624.023,
1607.698,625.977,
1608.739,647.461,
1609.723,646.484,
1609.723,620.117,
1610.714,617.188,
1610.714,617.188,
1611.703,590.820,
1612.693,566.406,
1612.693,562.500,
1613.729,576.172,
1613.729,568.359,
1614.718,547.852,
1614.718,551.758,
1615.709,541.992,
1616.698,545.898,
1616.698,570.313,
1617.734,583.008,
1617.734,562.500,
1618.723,569.336,
1618.723,589.844,
1619.713,594.727,
1620.703,577.148,
1620.703,566.406,
1621.693,572.266,
1621.693,582.031,
1622.773,586.914,
1622.773,573.242,
1623.717,589.844,
1624.707,615.234,
1624.707,636.719,
1625.743,630.859,
1626.733,635.742,
1626.733,648.438,
1627.723,649.414,
1628.713,608.398,
1628.713,606.445,
1629.702,625.000,
1629.702,623.047,
1630.737,590.820,
1631.728,597.656,
1631.728,615.234,
1632.717,602.539,
1632.717,573.242,
1633.709,581.055,
1634.710,616.211,
1634.710,643.555,
1635.732,632.813,
1636.722,644.531,
1636.722,664.063,
1637.712,644.531,
1637.712,617.188,
1638.702,632.813,
1639.693,644.531,
1639.693,646.484,
1640.772,623.047,
1641.717,624.023,
1641.717,639.648,
1642.707,648.438,
1643.698,639.648,
1643.698,650.391,
1644.731,657.227,
1644.731,647.461,
1645.722,623.047,
1646.712,637.695,
1646.712,649.414,
1647.701,628.906,
1648.691,619.141,
1648.691,628.906,
1649.727,634.766,
1650.716,639.648,
1650.716,608.398,
1651.707,620.117,
1651.707,645.508,
1652.696,642.578,
1653.733,612.305,
1653.733,631.836,
1654.722,661.133,
1655.712,677.734,
1655.712,653.320,
1656.701,649.414,
1657.692,646.484,
1657.692,603.516,
1658.726,595.703,
1658.726,603.516,
1659.716,626.953,
1660.706,649.414,
1660.706,633.789,
1661.707,613.281,
1662.731,630.859,
1662.731,635.742,
1663.721,611.328,
1663.721,606.445,
1664.711,627.930,
1665.746,629.883,
1665.746,612.305,
1666.692,620.117,
1667.771,632.813,
1667.771,640.625,
1668.716,640.625,
1668.716,584.961,
1669.706,549.805,
1669.706,556.641,
1670.702,542.969,
1670.702,536.133,
1671.731,543.945,
1671.731,538.086,
1672.721,526.367,
1672.721,524.414,
1673.712,523.438,
1674.701,525.391,
1674.701,527.344,
1675.747,527.344,
1675.747,528.320,
1676.727,517.578,
1676.727,517.578,
1677.717,515.625,
1677.717,521.484,
1678.706,529.297,
1678.706,537.109,
1679.714,544.922,
1679.714,532.227,
1680.731,531.250,
1681.721,539.063,
1681.721,571.289,
1682.711,622.070,
1683.701,693.359,
1683.701,674.805,
1684.690,623.047,
1685.727,646.484,
1685.727,671.875,
